OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
16561,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.13,ug/l,,2018/10/19 00:00:00+00
16562,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",0.495,ug/l,,2018/10/19 00:00:00+00
16563,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.86,ug/l,,2018/10/19 00:00:00+00
16564,WW89,0.5,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/10/19 00:00:00+00
16565,WW89,3,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/10/19 00:00:00+00
16566,WW89,0.5,"Phosphorus, Total - 00665",23,ug/l,,2018/10/19 00:00:00+00
16567,WW89,3,"Phosphorus, Total - 00665",28,ug/l,,2018/10/19 00:00:00+00
16568,WW89,0.5,"Salinity, (ppt) - 00480",16,ppt,,2018/10/19 00:00:00+00
16569,WW89,3,"Salinity, (ppt) - 00480",20,ppt,,2018/10/19 00:00:00+00
16570,WW89,0.1,Temperature - 00011,13.5,C,,2018/10/19 00:00:00+00
16571,WW89,0.5,Temperature - 00011,14.1,C,,2018/10/19 00:00:00+00
16572,WW89,3,Temperature - 00011,18.4,C,,2018/10/19 00:00:00+00
16573,WW91,,"Salinity, (ppt) - 00480",9,ppt,,2018/04/21 00:00:00+00
16574,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6,ug/l,,2018/05/05 00:00:00+00
16575,WW91,0.5,Dissolved Oxygen - 00300,10,mg/l,,2018/05/05 00:00:00+00
16576,WW91,3,Dissolved Oxygen - 00300,10.5,mg/l,,2018/05/05 00:00:00+00
16577,WW91,0.5,Enterococci - 31639,1,MPN/100ml,,2018/05/05 00:00:00+00
16578,WW91,0.5,Fecal Coliform - 74055,1,,,2018/05/05 00:00:00+00
16579,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.23,mg/l,,2018/05/05 00:00:00+00
16580,WW91,3,"Nitrate + Nitrite, Dissolved - 00631",0.105,mg/l,,2018/05/05 00:00:00+00
16581,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/05/05 00:00:00+00
16582,WW91,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/05/05 00:00:00+00
16583,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.785,ug/l,,2018/05/05 00:00:00+00
16584,WW91,3,"Nitrogen, Total (unfiltered) - 00600",0.695,ug/l,,2018/05/05 00:00:00+00
16585,WW91,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/05 00:00:00+00
16586,WW91,3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/05 00:00:00+00
16587,WW91,0.5,"Phosphorus, Total - 00665",4,ug/l,,2018/05/05 00:00:00+00
16588,WW91,3,"Phosphorus, Total - 00665",2,ug/l,,2018/05/05 00:00:00+00
16589,WW91,0.5,"Salinity, (ppt) - 00480",10,ppt,,2018/05/05 00:00:00+00
16590,WW91,0.5,Temperature - 00011,17,C,,2018/05/05 00:00:00+00
16591,WW91,3,Temperature - 00011,13,C,,2018/05/05 00:00:00+00
16592,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.7,ug/l,,2018/05/18 00:00:00+00
16593,WW91,0.5,Dissolved Oxygen - 00300,9,mg/l,,2018/05/18 00:00:00+00
16594,WW91,3,Dissolved Oxygen - 00300,9.1,mg/l,,2018/05/18 00:00:00+00
16595,WW91,0.5,"Salinity, (ppt) - 00480",11,ppt,,2018/05/18 00:00:00+00
16596,WW91,3,"Salinity, (ppt) - 00480",16,ppt,,2018/05/18 00:00:00+00
16597,WW91,0.5,Temperature - 00011,18,C,,2018/05/18 00:00:00+00
16598,WW91,3,Temperature - 00011,16,C,,2018/05/18 00:00:00+00
16599,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.2,ug/l,,2018/06/02 00:00:00+00
16600,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/06/02 00:00:00+00
16601,WW91,0.5,Dissolved Oxygen - 00300,7.9,mg/l,,2018/06/02 00:00:00+00
16602,WW91,3,Dissolved Oxygen - 00300,10.8,mg/l,,2018/06/02 00:00:00+00
16603,WW91,0.5,"Salinity, (ppt) - 00480",9.5,ppt,,2018/06/02 00:00:00+00
16604,WW91,3,"Salinity, (ppt) - 00480",,ppt,,2018/06/02 00:00:00+00
16605,WW91,0.5,Temperature - 00011,22.5,C,,2018/06/02 00:00:00+00
16606,WW91,3,Temperature - 00011,,C,,2018/06/02 00:00:00+00
16607,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.2,ug/l,,2018/06/09 00:00:00+00
16608,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/06/09 00:00:00+00
16609,WW91,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,2018/06/09 00:00:00+00
16610,WW91,3,Dissolved Oxygen - 00300,9.5,mg/l,,2018/06/09 00:00:00+00
16611,WW91,0.5,Enterococci - 31639,1,MPN/100ml,,2018/06/09 00:00:00+00
16612,WW91,0.5,Fecal Coliform - 74055,1,,,2018/06/09 00:00:00+00
16613,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/09 00:00:00+00
16614,WW91,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/09 00:00:00+00
16615,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/06/09 00:00:00+00
16616,WW91,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,ug/l,,2018/06/09 00:00:00+00
16617,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.485,ug/l,,2018/06/09 00:00:00+00
16618,WW91,3,"Nitrogen, Total (unfiltered) - 00600",0.57,ug/l,,2018/06/09 00:00:00+00
16619,WW91,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/06/09 00:00:00+00
16620,WW91,3,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/06/09 00:00:00+00
16621,WW91,0.5,"Phosphorus, Total - 00665",19,ug/l,,2018/06/09 00:00:00+00
16622,WW91,3,"Phosphorus, Total - 00665",24,ug/l,,2018/06/09 00:00:00+00
16623,WW91,0.5,"Salinity, (ppt) - 00480",11,ppt,,2018/06/09 00:00:00+00
16624,WW91,3,"Salinity, (ppt) - 00480",15,ppt,,2018/06/09 00:00:00+00
16625,WW91,0.5,Temperature - 00011,23,C,,2018/06/09 00:00:00+00
16626,WW91,3,Temperature - 00011,19,C,,2018/06/09 00:00:00+00
16627,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5,ug/l,,2018/06/23 00:00:00+00
16628,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/06/23 00:00:00+00
16629,WW91,0.5,Dissolved Oxygen - 00300,7.9,mg/l,,2018/06/23 00:00:00+00
16630,WW91,3,Dissolved Oxygen - 00300,8.1,mg/l,,2018/06/23 00:00:00+00
16631,WW91,0.5,"Salinity, (ppt) - 00480",12,ppt,,2018/06/23 00:00:00+00
16632,WW91,3,"Salinity, (ppt) - 00480",15,ppt,,2018/06/23 00:00:00+00
16633,WW91,0.5,Temperature - 00011,23,C,,2018/06/23 00:00:00+00
16634,WW91,3,Temperature - 00011,23,C,,2018/06/23 00:00:00+00
16635,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.3,ug/l,,2018/07/07 00:00:00+00
16636,WW91,0.5,Dissolved Oxygen - 00300,6.9,mg/l,,2018/07/07 00:00:00+00
16637,WW91,3,Dissolved Oxygen - 00300,7.7,mg/l,,2018/07/07 00:00:00+00
16638,WW91,0.5,"Salinity, (ppt) - 00480",12,ppt,,2018/07/07 00:00:00+00
16639,WW91,3,"Salinity, (ppt) - 00480",15,ppt,,2018/07/07 00:00:00+00
16640,WW91,0.5,Temperature - 00011,25,C,,2018/07/07 00:00:00+00
16641,WW91,3,Temperature - 00011,22,C,,2018/07/07 00:00:00+00
16642,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.1,ug/l,,2018/07/13 00:00:00+00
16643,WW91,0.5,Dissolved Oxygen - 00300,5.8,mg/l,,2018/07/13 00:00:00+00
16644,WW91,3,Dissolved Oxygen - 00300,6.5,mg/l,,2018/07/13 00:00:00+00
16645,WW91,0.5,Enterococci - 31639,1,MPN/100ml,,2018/07/13 00:00:00+00
16646,WW91,0.5,Fecal Coliform - 74055,53,,,2018/07/13 00:00:00+00
16647,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/13 00:00:00+00
16648,WW91,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/13 00:00:00+00
16649,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/07/13 00:00:00+00
16650,WW91,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.015,ug/l,,2018/07/13 00:00:00+00
16651,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.815,ug/l,,2018/07/13 00:00:00+00
16652,WW91,3,"Nitrogen, Total (unfiltered) - 00600",0.72,ug/l,,2018/07/13 00:00:00+00
16653,WW91,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/07/13 00:00:00+00
16654,WW91,3,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/07/13 00:00:00+00
16655,WW91,0.5,"Phosphorus, Total - 00665",23,ug/l,,2018/07/13 00:00:00+00
16656,WW91,3,"Phosphorus, Total - 00665",30,ug/l,,2018/07/13 00:00:00+00
16657,WW91,0.5,"Salinity, (ppt) - 00480",13,ppt,,2018/07/13 00:00:00+00
16658,WW91,0.5,Temperature - 00011,24,C,,2018/07/13 00:00:00+00
16659,WW91,3,Temperature - 00011,24,C,,2018/07/13 00:00:00+00
16660,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,,2018/07/27 00:00:00+00
16661,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4,ug/l,,2018/07/27 00:00:00+00
16662,WW91,0.5,Dissolved Oxygen - 00300,7,mg/l,,2018/07/27 00:00:00+00
16663,WW91,3,Dissolved Oxygen - 00300,5.1,mg/l,,2018/07/27 00:00:00+00
16664,WW91,0.5,"Salinity, (ppt) - 00480",14.5,ppt,,2018/07/27 00:00:00+00
16665,WW91,3,"Salinity, (ppt) - 00480",18,ppt,,2018/07/27 00:00:00+00
16666,WW91,0.5,Temperature - 00011,26,C,,2018/07/27 00:00:00+00
16667,WW91,3,Temperature - 00011,26,C,,2018/07/27 00:00:00+00
16668,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.5,ug/l,,2018/08/11 00:00:00+00
16669,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/08/11 00:00:00+00
16670,WW91,0.5,Dissolved Oxygen - 00300,6.3,mg/l,,2018/08/11 00:00:00+00
16671,WW91,3,Dissolved Oxygen - 00300,4.3,mg/l,,2018/08/11 00:00:00+00
16672,WW91,0.5,"Salinity, (ppt) - 00480",15,ppt,,2018/08/11 00:00:00+00
16673,WW91,3,"Salinity, (ppt) - 00480",20,ppt,,2018/08/11 00:00:00+00
16674,WW91,0.5,Temperature - 00011,27,C,,2018/08/11 00:00:00+00
16675,WW91,3,Temperature - 00011,27,C,,2018/08/11 00:00:00+00
16676,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.7,ug/l,,2018/08/18 00:00:00+00
16677,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/08/18 00:00:00+00
16678,WW91,0.5,Dissolved Oxygen - 00300,6.3,mg/l,,2018/08/18 00:00:00+00
16679,WW91,3,Dissolved Oxygen - 00300,3.1,mg/l,,2018/08/18 00:00:00+00
16680,WW91,0.5,Enterococci - 31639,41,MPN/100ml,,2018/08/18 00:00:00+00
16681,WW91,0.5,Fecal Coliform - 74055,41,,,2018/08/18 00:00:00+00
16682,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/08/18 00:00:00+00
16683,WW91,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/08/18 00:00:00+00
16684,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/08/18 00:00:00+00
16685,WW91,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,ug/l,,2018/08/18 00:00:00+00
16686,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.505,ug/l,,2018/08/18 00:00:00+00
16687,WW91,3,"Nitrogen, Total (unfiltered) - 00600",1.11,ug/l,,2018/08/18 00:00:00+00
16688,WW91,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/08/18 00:00:00+00
16689,WW91,3,"Phosphorus, Dissolved - 00666",12,ug/l,,2018/08/18 00:00:00+00
16690,WW91,0.5,"Phosphorus, Total - 00665",26,ug/l,,2018/08/18 00:00:00+00
16691,WW91,3,"Phosphorus, Total - 00665",40,ug/l,,2018/08/18 00:00:00+00
16692,WW91,0.5,"Salinity, (ppt) - 00480",15.5,ppt,,2018/08/18 00:00:00+00
16693,WW91,3,"Salinity, (ppt) - 00480",20,ppt,,2018/08/18 00:00:00+00
16694,WW91,0.5,Temperature - 00011,28,C,,2018/08/18 00:00:00+00
16695,WW91,3,Temperature - 00011,27,C,,2018/08/18 00:00:00+00
16696,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.6,ug/l,,2018/09/01 00:00:00+00
16697,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/09/01 00:00:00+00
16698,WW91,0.5,Dissolved Oxygen - 00300,6.1,mg/l,,2018/09/01 00:00:00+00
16699,WW91,3,Dissolved Oxygen - 00300,4.7,mg/l,,2018/09/01 00:00:00+00
16700,WW91,0.5,"Salinity, (ppt) - 00480",19,ppt,,2018/09/01 00:00:00+00
16701,WW91,3,"Salinity, (ppt) - 00480",20,ppt,,2018/09/01 00:00:00+00
16702,WW91,0.5,Temperature - 00011,25.5,C,,2018/09/01 00:00:00+00
16703,WW91,3,Temperature - 00011,25.5,C,,2018/09/01 00:00:00+00
16704,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",37.1,ug/l,,2018/09/15 00:00:00+00
16705,WW91,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/09/15 00:00:00+00
16706,WW91,0.5,Dissolved Oxygen - 00300,3.5,mg/l,,2018/09/15 00:00:00+00
16707,WW91,3,Dissolved Oxygen - 00300,8.3,mg/l,,2018/09/15 00:00:00+00
16708,WW91,0.5,Enterococci - 31639,1,MPN/100ml,,2018/09/15 00:00:00+00
16709,WW91,0.5,Fecal Coliform - 74055,10,,,2018/09/15 00:00:00+00
16710,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/15 00:00:00+00
16711,WW91,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/15 00:00:00+00
16712,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/09/15 00:00:00+00
16713,WW91,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,ug/l,,2018/09/15 00:00:00+00
16714,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.615,ug/l,,2018/09/15 00:00:00+00
16715,WW91,3,"Nitrogen, Total (unfiltered) - 00600",0.8,ug/l,,2018/09/15 00:00:00+00
16716,WW91,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/15 00:00:00+00
16717,WW91,3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/15 00:00:00+00
16718,WW91,0.5,"Phosphorus, Total - 00665",44,ug/l,,2018/09/15 00:00:00+00
16719,WW91,3,"Phosphorus, Total - 00665",48,ug/l,,2018/09/15 00:00:00+00
16720,WW91,0.5,"Salinity, (ppt) - 00480",20,ppt,,2018/09/15 00:00:00+00
16721,WW91,3,"Salinity, (ppt) - 00480",23,ppt,,2018/09/15 00:00:00+00
16722,WW91,0.5,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
16723,WW91,3,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
16724,WW91,0.5,Dissolved Oxygen - 00300,7.3,mg/l,,2018/09/29 00:00:00+00
16725,WW91,3,Dissolved Oxygen - 00300,6.2,mg/l,,2018/09/29 00:00:00+00
16726,WW91,0.5,"Salinity, (ppt) - 00480",20,ppt,,2018/09/29 00:00:00+00
16727,WW91,3,"Salinity, (ppt) - 00480",22,ppt,,2018/09/29 00:00:00+00
16728,WW91,0.5,Temperature - 00011,18,C,,2018/09/29 00:00:00+00
16729,WW91,3,Temperature - 00011,19,C,,2018/09/29 00:00:00+00
16730,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.7,ug/l,,2018/10/06 00:00:00+00
16731,WW91,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,2018/10/06 00:00:00+00
16732,WW91,3,Dissolved Oxygen - 00300,5.5,mg/l,,2018/10/06 00:00:00+00
16733,WW91,0.5,"Salinity, (ppt) - 00480",18.5,ppt,,2018/10/06 00:00:00+00
16734,WW91,0.5,Temperature - 00011,18,C,,2018/10/06 00:00:00+00
16735,WW91,3,Temperature - 00011,19,C,,2018/10/06 00:00:00+00
16736,WW91,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.8,ug/l,,2018/10/18 00:00:00+00
16737,WW91,0.5,Enterococci - 31639,20,MPN/100ml,,2018/10/18 00:00:00+00
16738,WW91,0.5,Fecal Coliform - 74055,31,,,2018/10/18 00:00:00+00
16739,WW91,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/10/18 00:00:00+00
16740,WW91,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/10/18 00:00:00+00
16741,WW91,0.5,"Nitrogen, Total (unfiltered) - 00600",0.555,ug/l,,2018/10/18 00:00:00+00
16742,WW91,0.5,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/10/18 00:00:00+00
16743,WW91,0.5,"Phosphorus, Total - 00665",24,ug/l,,2018/10/18 00:00:00+00
16744,WW91,0.5,"Salinity, (ppt) - 00480",16,ppt,,2018/10/18 00:00:00+00
16745,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.8,ug/l,,2018/05/04 00:00:00+00
16746,WW93,0.5,Dissolved Oxygen - 00300,8.9,mg/l,,2018/05/04 00:00:00+00
16747,WW93,0.5,Enterococci - 31639,1,MPN/100ml,,2018/05/04 00:00:00+00
16748,WW93,0.5,Fecal Coliform - 74055,1,,,2018/05/04 00:00:00+00
16749,WW93,0.5,Fecal Coliform - 74055,1,,,2018/05/04 00:00:00+00
16750,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.24,mg/l,,2018/05/04 00:00:00+00
16751,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/05/04 00:00:00+00
16752,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.595,ug/l,,2018/05/04 00:00:00+00
16753,WW93,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/05/04 00:00:00+00
16754,WW93,0.5,"Phosphorus, Total - 00665",14,ug/l,,2018/05/04 00:00:00+00
16755,WW93,0.5,"Salinity, (ppt) - 00480",10,ppt,,2018/05/04 00:00:00+00
16756,WW93,0.1,Temperature - 00011,17.2,C,,2018/05/04 00:00:00+00
16757,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",10.8,ug/l,,2018/05/18 00:00:00+00
16758,WW93,0.5,Dissolved Oxygen - 00300,9,mg/l,,2018/05/18 00:00:00+00
16759,WW93,0.5,"Salinity, (ppt) - 00480",11,ppt,,2018/05/18 00:00:00+00
16760,WW93,0.1,Temperature - 00011,11.3,C,,2018/05/18 00:00:00+00
16761,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.8,ug/l,,2018/06/03 00:00:00+00
16762,WW93,0.5,Dissolved Oxygen - 00300,7.6,mg/l,,2018/06/03 00:00:00+00
16763,WW93,0.5,"Salinity, (ppt) - 00480",10,ppt,,2018/06/03 00:00:00+00
16764,WW93,0.1,Temperature - 00011,21.8,C,,2018/06/03 00:00:00+00
16765,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.7,ug/l,,2018/06/11 00:00:00+00
16766,WW93,0.5,Dissolved Oxygen - 00300,8.3,mg/l,,2018/06/11 00:00:00+00
16767,WW93,0.5,Enterococci - 31639,31,MPN/100ml,,2018/06/11 00:00:00+00
16768,WW93,0.5,Fecal Coliform - 74055,31,,,2018/06/11 00:00:00+00
16769,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/11 00:00:00+00
16770,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,ug/l,,2018/06/11 00:00:00+00
16771,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.54,ug/l,,2018/06/11 00:00:00+00
16772,WW93,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/06/11 00:00:00+00
16773,WW93,0.5,"Phosphorus, Total - 00665",23,ug/l,,2018/06/11 00:00:00+00
16774,WW93,0.5,"Salinity, (ppt) - 00480",10.5,ppt,,2018/06/11 00:00:00+00
16775,WW93,0.1,Temperature - 00011,21.3,C,,2018/06/11 00:00:00+00
16776,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.5,ug/l,,2018/06/22 00:00:00+00
16777,WW93,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,2018/06/22 00:00:00+00
16778,WW93,0.5,"Salinity, (ppt) - 00480",13.5,ppt,,2018/06/22 00:00:00+00
16779,WW93,0.1,Temperature - 00011,22.6,C,,2018/06/22 00:00:00+00
16780,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6,ug/l,,2018/07/13 00:00:00+00
16781,WW93,0.5,Dissolved Oxygen - 00300,7.1,mg/l,,2018/07/13 00:00:00+00
16782,WW93,0.5,Enterococci - 31639,10,MPN/100ml,,2018/07/13 00:00:00+00
16783,WW93,0.5,Fecal Coliform - 74055,53,,,2018/07/13 00:00:00+00
16784,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/13 00:00:00+00
16785,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/07/13 00:00:00+00
16786,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.595,ug/l,,2018/07/13 00:00:00+00
16787,WW93,0.5,"Phosphorus, Dissolved - 00666",8,ug/l,,2018/07/13 00:00:00+00
16788,WW93,0.5,"Phosphorus, Total - 00665",27,ug/l,,2018/07/13 00:00:00+00
16789,WW93,0.5,"Salinity, (ppt) - 00480",14,ppt,,2018/07/13 00:00:00+00
16790,WW93,0.1,Temperature - 00011,24.3,C,,2018/07/13 00:00:00+00
16791,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.1,ug/l,,2018/07/27 00:00:00+00
16792,WW93,0.5,Dissolved Oxygen - 00300,5.6,mg/l,,2018/07/27 00:00:00+00
16793,WW93,0.1,Temperature - 00011,25.5,C,,2018/07/27 00:00:00+00
16794,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.5,ug/l,,2018/08/11 00:00:00+00
16795,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",13.7,ug/l,,2018/08/19 00:00:00+00
16796,WW93,0.5,Enterococci - 31639,31,MPN/100ml,,2018/08/19 00:00:00+00
16797,WW93,0.5,Fecal Coliform - 74055,42,,,2018/08/19 00:00:00+00
16798,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/08/19 00:00:00+00
16799,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/08/19 00:00:00+00
16800,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.64,ug/l,,2018/08/19 00:00:00+00
16801,WW93,0.5,"Phosphorus, Dissolved - 00666",13,ug/l,,2018/08/19 00:00:00+00
16802,WW93,0.5,"Phosphorus, Total - 00665",54,ug/l,,2018/08/19 00:00:00+00
16803,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",22,ug/l,,2018/09/13 00:00:00+00
16804,WW93,0.5,Enterococci - 31639,20,MPN/100ml,,2018/09/13 00:00:00+00
16805,WW93,0.5,Fecal Coliform - 74055,73,,,2018/09/13 00:00:00+00
16806,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,2018/09/13 00:00:00+00
16807,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/09/13 00:00:00+00
16808,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.64,ug/l,,2018/09/13 00:00:00+00
16809,WW93,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/13 00:00:00+00
16810,WW93,0.5,"Phosphorus, Total - 00665",41,ug/l,,2018/09/13 00:00:00+00
16811,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.9,ug/l,,2018/09/29 00:00:00+00
16812,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.5,ug/l,,2018/10/12 00:00:00+00
16813,WW93,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.6,ug/l,,2018/10/22 00:00:00+00
16814,WW93,0.5,Enterococci - 31639,31,MPN/100ml,,2018/10/22 00:00:00+00
16815,WW93,0.5,Fecal Coliform - 74055,20,,,2018/10/22 00:00:00+00
16816,WW93,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,2018/10/22 00:00:00+00
16817,WW93,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/10/22 00:00:00+00
16818,WW93,0.5,"Nitrogen, Total (unfiltered) - 00600",0.445,ug/l,,2018/10/22 00:00:00+00
16819,WW93,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/10/22 00:00:00+00
16820,WW93,0.5,"Phosphorus, Total - 00665",26,ug/l,,2018/10/22 00:00:00+00
16821,WW94,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.6,ug/l,,2018/05/05 00:00:00+00
16822,WW94,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,2018/05/05 00:00:00+00
16823,WW94,0.5,Enterococci - 31639,1,MPN/100ml,,2018/05/05 00:00:00+00
16824,WW94,0.5,Fecal Coliform - 74055,1,,,2018/05/05 00:00:00+00
16825,WW94,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.21,mg/l,,2018/05/05 00:00:00+00
16826,WW94,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/05/05 00:00:00+00
16827,WW94,0.5,"Nitrogen, Total (unfiltered) - 00600",0.58,ug/l,,2018/05/05 00:00:00+00
16828,WW94,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/05/05 00:00:00+00
16829,WW94,0.5,"Phosphorus, Total - 00665",15,ug/l,,2018/05/05 00:00:00+00
